Sales Date,Car Make,Car Model,Model Year,Base Price,Discount,Final Price,Accessories Cost,Total Sale Value,Customer Name,Salesperson,Region,Payment Method,Sales Channel,Warranty Years
2021-10-10,BMW,5 Series,2019,32430,544.12,31885.88,4564,36449.880000000005,Joseph Gonzalez,Tyler Price,East,Cash,Third-Party Dealer,2
2024-12-21,Nissan,Altima,2024,66367,2462.22,63904.78,2193,66097.78,James Nolan,Eric Schneider,West,Finance,Online,4
2020-04-14,Nissan,Altima,2020,17653,955.64,16697.36,1438,18135.36,Nancy Leach,Tiffany Grant,East,Lease,In-Store,4
2021-08-01,Mercedes-Benz,GLE,2017,25843,526.36,25316.64,4156,29472.64,Christopher Williams,Oscar Johnston,East,Cash,In-Store,3
2020-08-15,Honda,Pilot,2015,42086,3764.36,38321.64,1162,39483.64,Amanda Dominguez,Brittany Parrish,North,Credit Card,In-Store,5
2023-06-01,Mercedes-Benz,E-Class,2021,49981,6380.02,43600.979999999996,3743,47343.979999999996,Samantha Dudley,Gabrielle Hickman,East,Credit Card,Online,4
2021-02-12,Toyota,Corolla,2020,57567,7757.13,49809.87,3053,52862.87,Ashlee Johnson,Devin Higgins,North,Credit Card,In-Store,3
2022-09-06,Toyota,RAV4,2019,28728,1950.5,26777.5,2678,29455.5,Thomas Brewer,Anita Jones,North,Lease,Third-Party Dealer,1
2023-07-19,Mercedes-Benz,E-Class,2020,70248,3652.08,66595.92,3962,70557.92,Samantha Marquez,Scott Francis,North,Lease,Online,3
2021-08-01,Ford,F-150,2016,34279,2455.08,31823.92,4505,36328.92,Stephanie Smith,Gregory Rhodes,South,Credit Card,Online,2
2022-06-05,Ford,Escape,2024,42756,2769.85,39986.15,4995,44981.15,Stephanie Wells,Dana West,East,Lease,Online,2
2024-11-13,Honda,Civic,2020,76365,11163.69,65201.31,3799,69000.31,Amber Mcneil,Theresa Higgins,East,Finance,In-Store,2
2023-10-22,Toyota,RAV4,2024,54933,6042.04,48890.96,4968,53858.96,David Martin,Brandon Monroe DVM,West,Finance,Online,5
2021-11-22,Nissan,Murano,2021,61916,4017.37,57898.63,4135,62033.63,Lori Acevedo,Holly Smith,North,Cash,Online,1
2025-01-27,Chevrolet,Silverado,2016,79729,2897.5,76831.5,4854,81685.5,Joshua Hawkins,Theodore Spencer,North,Credit Card,Third-Party Dealer,1
2021-06-08,Mercedes-Benz,GLE,2023,26077,1013.03,25063.97,3496,28559.97,Shelby Sanchez,Amber Armstrong,West,Credit Card,Online,1
2022-12-29,Honda,Accord,2016,74812,10921.93,63890.07,4165,68055.07,Stephen Williams,Phillip Perez,West,Cash,Third-Party Dealer,3
2021-10-12,Mercedes-Benz,GLC,2019,67401,8050.34,59350.66,1720,61070.66,Lori Hicks,Catherine Wong,South,Lease,Online,4
2023-01-29,Ford,F-150,2015,29877,972.23,28904.77,4713,33617.770000000004,Judith Maddox,Erik Griffin,West,Lease,In-Store,4
2021-11-02,BMW,5 Series,2021,46368,5582.11,40785.89,2984,43769.89,Denise Evans,Courtney Alvarez,North,Lease,Online,2
2023-10-24,BMW,5 Series,2022,26468,3266.05,23201.95,1889,25090.95,Judy Gardner,Amanda Cisneros,West,Cash,Third-Party Dealer,4
2024-01-27,Ford,Escape,2016,31231,2106.7,29124.3,3188,32312.3,Timothy Mejia,Bob Acosta,West,Finance,Third-Party Dealer,1
2022-07-01,Hyundai,Tucson,2017,24112,3235.1,20876.9,4285,25161.9,Nicole Jackson,Robert Anderson DVM,East,Finance,In-Store,5
2021-06-22,Nissan,Sentra,2023,75713,6022.89,69690.11,706,70396.11,Daniel Dickson,Jerry Moss,East,Lease,Online,3
2024-07-09,Ford,Escape,2015,69797,6278.9,63518.1,2822,66340.1,Robin Baker,Brian Peterson,North,Cash,Online,4
2021-12-10,Mercedes-Benz,C-Class,2021,45551,3794.35,41756.65,2027,43783.65,Paula Young,Justin Allen,North,Cash,Online,2
2020-12-24,BMW,5 Series,2018,29630,737.42,28892.58,4176,33068.58,Ruben Greene,Kelly Brown,West,Credit Card,In-Store,4
2022-05-12,Chevrolet,Equinox,2023,61293,7958.32,53334.68,2703,56037.68,Robert Jenkins,Steven Wilcox,South,Cash,In-Store,2
2021-02-02,Nissan,Sentra,2024,46259,783.35,45475.65,4342,49817.65,Alicia Stevenson,Kimberly Silva,East,Credit Card,Online,5
2022-01-11,Ford,Escape,2017,57296,3880.08,53415.92,1770,55185.92,Jeffrey Wells,Stefanie Campbell,South,Finance,In-Store,5
2020-11-15,Honda,Civic,2016,32142,1652.26,30489.74,3837,34326.740000000005,Holly Robinson,Jeremy Davis,East,Finance,In-Store,2
2020-04-17,Chevrolet,Silverado,2017,16771,1654.53,15116.47,2792,17908.47,Jennifer Gonzalez,Kimberly Jackson,North,Lease,In-Store,4
2025-03-05,Honda,Accord,2018,48716,1743.55,46972.45,2030,49002.45,Jessica Merritt,Adam Green,South,Lease,Online,4
2022-07-29,Honda,CR-V,2015,62380,8348.29,54031.71,4074,58105.71,Tristan Miller,Holly Butler,East,Lease,Online,5
2024-12-02,Honda,Accord,2020,76054,3488.51,72565.49,3716,76281.49,Jeremy Morton,Renee Smith,West,Cash,In-Store,2
2020-09-23,BMW,X5,2022,58965,3577.7,55387.3,964,56351.3,Gregory Hayes,Christina Hill,North,Finance,In-Store,1
2023-10-28,Chevrolet,Silverado,2019,69356,3978.96,65377.04,1044,66421.04000000001,Brian Martinez,Jesse Daugherty,South,Credit Card,Online,4
2020-06-26,Hyundai,Sonata,2020,42509,4266.03,38242.97,3361,41603.97,Brent Brandt,Erin Jenkins,West,Lease,Third-Party Dealer,2
2023-12-17,Hyundai,Sonata,2018,69803,5000.95,64802.05,1582,66384.05,William Jimenez,Nancy Carter,North,Cash,Online,4
2024-12-22,Honda,Pilot,2021,67361,7886.19,59474.81,2168,61642.81,Matthew Nelson,Kathy Martin,South,Credit Card,Online,3
2024-08-08,BMW,3 Series,2019,56750,2475.77,54274.23,2758,57032.23,Garrett Reese,Bonnie Estrada,North,Credit Card,In-Store,4
2023-08-17,Ford,F-150,2018,66280,2439.53,63840.47,1644,65484.47,Karla Floyd,Linda Taylor,South,Credit Card,Online,3
2021-12-13,Chevrolet,Malibu,2016,24364,727.74,23636.26,4642,28278.26,Anthony Mcdonald,Megan Martinez,West,Finance,Third-Party Dealer,1
2020-09-29,Ford,F-150,2024,55086,1789.67,53296.33,1007,54303.33,Derek Fitzpatrick,Xavier Shaw,West,Finance,Online,4
2022-04-01,Mercedes-Benz,C-Class,2018,16960,1247.66,15712.34,4963,20675.34,Brittney Andersen,Luis Scott,East,Cash,Online,2
2022-10-08,Honda,Accord,2015,60857,3140.21,57716.79,1335,59051.79,Alexandra Stephens,Jessica Walker,West,Finance,Online,4
2024-05-26,Chevrolet,Silverado,2018,16612,1983.47,14628.53,662,15290.53,Cassandra Smith,Jeff Barrett,West,Finance,Third-Party Dealer,2
2024-12-25,Hyundai,Sonata,2023,45340,4634.99,40705.01,1802,42507.01,Erin Watkins,Nicole West,South,Lease,In-Store,5
2023-04-15,Mercedes-Benz,E-Class,2015,36956,5489.96,31466.04,829,32295.04,Larry Lewis,Christopher Jacobs,East,Cash,Online,2
2025-01-10,Honda,Pilot,2017,49872,4138.49,45733.51,846,46579.51,Terry Williams,Laura Hansen,North,Finance,Online,4
2020-06-09,Hyundai,Santa Fe,2024,41289,5580.23,35708.770000000004,3880,39588.770000000004,Jill Romero,Ashley Larsen,North,Cash,Online,1
2020-06-29,Ford,Fusion,2022,58171,3959.73,54211.27,4901,59112.27,Kathryn Francis,Allison Townsend,South,Credit Card,Third-Party Dealer,5
2021-11-16,Toyota,RAV4,2022,72982,4867.93,68114.07,588,68702.07,Jose White,Gabrielle Stewart,South,Lease,Online,1
2023-07-03,Mercedes-Benz,GLC,2019,15010,633.96,14376.04,4202,18578.04,Patricia Sanchez,Caitlin Butler,East,Finance,In-Store,5
2022-12-24,Mercedes-Benz,GLE,2019,50703,5167.57,45535.43,2627,48162.43,Veronica Woods,Dana Levy,West,Cash,Third-Party Dealer,5
2021-01-20,Honda,Civic,2019,24833,2283.45,22549.55,832,23381.55,Edward Vega,Stacy Reid,East,Lease,Third-Party Dealer,4
2023-05-26,Honda,Civic,2020,31927,2069.13,29857.87,4135,33992.869999999995,Jeffrey Dean,Gregory Butler,West,Finance,Online,4
2021-03-24,Ford,F-150,2017,61045,2678.17,58366.83,2527,60893.83,Rebecca Miller,Belinda Ellis,North,Finance,Third-Party Dealer,1
2021-02-12,BMW,5 Series,2022,54284,4987.06,49296.94,2536,51832.94,Christian Phelps,Michael Rodriguez,East,Credit Card,Online,4
2022-09-27,Mercedes-Benz,GLE,2021,20377,882.14,19494.86,900,20394.86,April Lynn,Thomas Hughes,East,Cash,Online,5
2021-04-11,Hyundai,Tucson,2018,48154,1960.07,46193.93,1989,48182.93,Tamara Boone,Dana Mueller,North,Cash,Online,2
2024-06-22,Ford,Escape,2023,70040,4395.77,65644.23,2133,67777.23,Maria Curtis,Mariah Jones,North,Credit Card,Third-Party Dealer,4
2020-05-31,Chevrolet,Traverse,2022,18025,1504.56,16520.44,1346,17866.44,Michael Martinez,Christy Graves,South,Lease,Online,5
2021-02-19,Ford,Escape,2022,63403,4216.54,59186.46,754,59940.46,Rebecca Phelps,Brittany Guzman,West,Cash,In-Store,1
2020-06-16,Nissan,Murano,2022,23165,2938.71,20226.29,2623,22849.29,Michelle Stein,Megan Lee,South,Lease,Online,1
2023-03-09,Nissan,Murano,2015,27462,2860.91,24601.09,3483,28084.09,Eric Cantu,Stephanie Mitchell,East,Finance,Third-Party Dealer,2
2024-12-03,Hyundai,Elantra,2022,79948,1494.09,78453.91,4152,82605.91,Lisa Stevens,Jared Chavez,North,Cash,In-Store,1
2023-11-28,Chevrolet,Traverse,2017,61408,6960.81,54447.19,4969,59416.19,Zachary Stanley,Amy Crawford,West,Cash,Online,3
2020-10-10,Nissan,Sentra,2021,40008,5230.32,34777.68,2996,37773.68,Jason Higgins,Teresa Reyes,West,Finance,Online,5
2021-05-12,Hyundai,Santa Fe,2020,62045,7256.16,54788.84,2367,57155.84,Jeffery Ward,Donald Vaughan,West,Finance,In-Store,5
2022-01-23,Mercedes-Benz,C-Class,2020,18143,265.53,17877.47,1421,19298.47,Paul Mendoza,Keith Bowen,West,Finance,Third-Party Dealer,3
2023-03-10,Ford,Escape,2024,37137,1858.0,35279.0,3979,39258.0,Donna Kirby,Lisa Fisher,West,Credit Card,In-Store,3
2022-03-09,Mercedes-Benz,E-Class,2017,15894,1233.99,14660.01,3609,18269.010000000002,Joseph Walls,Kristina Miller,South,Finance,Online,2
2023-02-08,Toyota,Highlander,2024,41218,2253.57,38964.43,1901,40865.43,Tami Adams,Jessica Torres,East,Lease,Online,2
2020-12-26,Ford,Explorer,2022,19825,885.88,18939.12,3577,22516.12,James Turner,Grace Levy,East,Cash,In-Store,5
2023-10-23,Nissan,Murano,2016,58929,2792.85,56136.15,3193,59329.15,Crystal Collins,Sheryl Cummings,West,Cash,Third-Party Dealer,4
2024-08-21,Toyota,RAV4,2020,57409,692.98,56716.02,2079,58795.02,Eric Perkins,John Brown,North,Cash,Online,2
2023-02-26,Mercedes-Benz,GLC,2021,41083,5100.94,35982.06,2332,38314.06,Shelia Jordan,Justin Reed,East,Cash,Third-Party Dealer,2
2023-06-22,Toyota,Corolla,2022,72860,9102.15,63757.85,1134,64891.85,Isabella Rodriguez,Cynthia Robles,South,Cash,Online,2
2021-04-05,Toyota,Camry,2024,57726,3756.0,53970.0,2709,56679.0,Denise Evans,Michael Phillips,East,Cash,Online,1
2022-06-23,BMW,X5,2021,46456,1889.46,44566.54,1382,45948.54,Brianna Gray,James Thomas,North,Finance,Online,2
2021-12-30,Chevrolet,Malibu,2023,40579,1461.86,39117.14,3924,43041.14,Sarah Parker,Christina Hampton,East,Credit Card,Online,2
2025-02-28,Honda,Pilot,2020,65812,2099.16,63712.84,1835,65547.84,Kevin Adams,Amber Miller,North,Cash,In-Store,5
2021-05-05,Nissan,Murano,2021,68643,3603.7,65039.3,908,65947.3,Michael Boyd,Steven Vang,South,Lease,Third-Party Dealer,1
2023-11-21,Honda,CR-V,2022,50775,5564.1,45210.9,556,45766.9,Kimberly Singh,Daniel Murphy,South,Finance,Third-Party Dealer,5
2022-12-18,Nissan,Sentra,2022,35929,4947.56,30981.44,1096,32077.44,Lori Brennan,Darin Wilson,West,Lease,Online,5
2021-11-02,Honda,Civic,2019,36978,3365.01,33612.99,597,34209.99,Heather Fritz,Mrs. Regina Bennett MD,East,Finance,Third-Party Dealer,1
2022-02-17,Mercedes-Benz,C-Class,2017,34202,3768.75,30433.25,1197,31630.25,Kathryn Jones,Adam Carlson,East,Cash,In-Store,1
2022-07-24,Ford,F-150,2023,21152,1213.7,19938.3,992,20930.3,Kimberly Hawkins,Jessica Callahan,West,Credit Card,Third-Party Dealer,1
2022-05-17,BMW,5 Series,2019,59320,8418.13,50901.87,561,51462.87,Stephen Thomas,Sarah Stevens,North,Credit Card,Online,5
2025-02-02,Nissan,Rogue,2023,78484,1744.19,76739.81,4122,80861.81,Cody Gonzales,Danielle Turner,West,Cash,Third-Party Dealer,5
2022-02-04,Chevrolet,Traverse,2022,21314,984.57,20329.43,3963,24292.43,David Russell,Morgan Garcia,South,Cash,Online,4
2025-02-27,Hyundai,Santa Fe,2016,28389,766.15,27622.85,1824,29446.85,Javier Goodwin,Doris Schmidt,South,Finance,Online,4
2023-09-02,Ford,F-150,2018,53919,2895.84,51023.16,1658,52681.16,Brianna Hicks,Caroline Scott,South,Credit Card,Third-Party Dealer,2
2021-12-17,Nissan,Sentra,2023,23941,1512.95,22428.05,2869,25297.05,Jorge Williams,Kevin Reed,South,Lease,Online,2
2020-05-02,Toyota,Highlander,2021,58988,4275.65,54712.35,1451,56163.35,Brandy Taylor,Jessica Odonnell,West,Finance,In-Store,4
2024-04-22,Nissan,Sentra,2021,16264,635.5,15628.5,1106,16734.5,Cesar Vargas,Robin Lawson,West,Finance,Online,1
2020-06-09,Nissan,Rogue,2020,23621,2098.4,21522.6,1350,22872.6,Brianna Grant,Brittany Boyd,South,Lease,In-Store,3
2024-09-23,Nissan,Sentra,2018,53190,5220.61,47969.39,3497,51466.39,Nicole Richardson,Krystal Garcia,East,Credit Card,Third-Party Dealer,1
2025-01-04,Ford,Explorer,2019,54641,1758.41,52882.59,3309,56191.59,Dr. Eric Silva,Alfred Smith,East,Cash,Third-Party Dealer,1
2021-12-30,Ford,Explorer,2021,76148,8125.28,68022.72,4037,72059.72,Brandon Diaz,Katherine Holt,West,Finance,In-Store,4
2020-05-06,Mercedes-Benz,E-Class,2023,76617,8614.76,68002.24,1297,69299.24,Natalie Walker,Jared Ortiz,West,Credit Card,In-Store,3
2021-11-05,Mercedes-Benz,GLE,2017,20627,1395.83,19231.17,3801,23032.17,Linda Fuentes,Ivan Rodriguez,South,Finance,Third-Party Dealer,1
2022-12-28,Honda,CR-V,2023,66736,789.12,65946.88,3330,69276.88,Kathryn Jones DVM,Jenna Mccoy,West,Cash,Online,4
2022-02-04,Nissan,Sentra,2018,48931,4372.19,44558.81,4708,49266.81,Erik Elliott,Mrs. Isabella Lawrence DVM,East,Credit Card,Online,3
2023-03-10,Hyundai,Santa Fe,2023,57499,3115.75,54383.25,4491,58874.25,Patrick Jenkins,Olivia Ashley,North,Finance,In-Store,2
2023-09-19,Toyota,Corolla,2018,69352,4395.75,64956.25,2748,67704.25,Susan Underwood,Joseph Warren,North,Credit Card,Online,5
2020-04-25,Mercedes-Benz,GLC,2024,30848,2041.84,28806.16,1665,30471.16,Christian Bishop,Carrie Cross,West,Credit Card,Online,2
2023-11-22,Toyota,Corolla,2018,23716,3334.41,20381.59,3151,23532.59,Heather Hart,Hunter Schmidt,East,Finance,In-Store,3
2023-09-26,Nissan,Rogue,2015,16644,877.23,15766.77,4643,20409.77,Eric Chapman,Jordan Carter,North,Finance,Third-Party Dealer,2
2022-04-15,BMW,X3,2022,31922,534.37,31387.63,3855,35242.630000000005,Melissa Mccarthy,Matthew Brown,East,Credit Card,Online,4
2023-08-26,Ford,Escape,2023,52606,5232.16,47373.84,703,48076.84,Christopher Tucker,Pamela Rodriguez,West,Finance,Online,2
2022-11-09,BMW,X5,2023,72406,10727.45,61678.55,2150,63828.55,Maria Harrison,William Gould,East,Finance,Online,1
2022-10-10,Mercedes-Benz,E-Class,2016,75521,11260.2,64260.8,564,64824.8,Trevor Evans,Cathy Cruz,East,Cash,Third-Party Dealer,3
2024-10-26,Hyundai,Tucson,2021,40131,2048.26,38082.74,894,38976.74,Samantha Clark,Jennifer Becker,North,Finance,Third-Party Dealer,1
2021-09-14,Ford,Explorer,2017,31893,1641.51,30251.49,2860,33111.490000000005,James Ellison,Tiffany Brown,North,Credit Card,Third-Party Dealer,2
2022-07-08,Chevrolet,Traverse,2017,79877,9561.9,70315.1,4115,74430.1,Benjamin Johnson,Karen Miller,West,Lease,Online,1
2022-12-19,Ford,F-150,2022,69622,4485.19,65136.81,2643,67779.81,Melinda Howe,Alicia Barber,East,Lease,In-Store,4
2020-12-07,Nissan,Altima,2015,54944,1353.52,53590.48,3959,57549.48,Melissa Yates,Misty White,South,Lease,In-Store,5
2021-02-02,Honda,Accord,2018,18759,1697.79,17061.21,3931,20992.21,Sharon Juarez,Andrea Cox,West,Finance,In-Store,1
2024-01-14,Hyundai,Elantra,2020,16508,1886.77,14621.23,4134,18755.23,Robert Woods,Gregory Doyle,North,Finance,Third-Party Dealer,1
2023-06-04,Toyota,Camry,2016,45124,2551.75,42572.25,2428,45000.25,Bobby Lawson,Scott Hoover,West,Lease,Online,1
2023-07-27,Toyota,Corolla,2019,45958,6585.92,39372.08,4016,43388.08,Allison Strong,Stacie Contreras,East,Credit Card,In-Store,4
2021-02-08,Nissan,Rogue,2022,59617,8769.61,50847.39,1974,52821.39,James Adams,Kimberly Davis,East,Lease,Online,4
2023-03-30,BMW,X3,2021,66617,1498.06,65118.94,1188,66306.94,Molly Rivera,Vicki Liu,West,Credit Card,Third-Party Dealer,4
2023-07-19,Mercedes-Benz,E-Class,2023,43952,6547.55,37404.45,4527,41931.45,Denise Jordan,Scott Daniels,South,Cash,Third-Party Dealer,5
2024-11-26,Mercedes-Benz,GLE,2022,30454,1972.78,28481.22,3312,31793.22,Tamara Kelley,Kathleen Ponce,South,Lease,Online,3
2021-11-26,BMW,5 Series,2016,40975,5937.81,35037.19,3275,38312.19,Shawn Carter PhD,Kevin Mcmillan,North,Cash,Third-Party Dealer,2
2023-04-01,Honda,CR-V,2020,24347,2197.81,22149.19,1579,23728.19,Amy Jones,Dustin Torres,East,Cash,Online,3
2024-07-24,Chevrolet,Traverse,2019,30520,4260.8,26259.2,2784,29043.2,Peter Odom,Charles Wheeler,East,Cash,Third-Party Dealer,2
2022-12-26,Hyundai,Tucson,2016,60937,2869.98,58067.02,3493,61560.02,Kathy James,Richard Howell,East,Finance,Online,5
2022-10-12,Mercedes-Benz,GLE,2016,28860,2658.39,26201.61,596,26797.61,Natalie Santiago,Wyatt Bailey,North,Lease,In-Store,4
2024-03-10,Nissan,Murano,2019,62778,4333.43,58444.57,571,59015.57,Richard Gonzales,Daniel Harvey,North,Finance,Online,2
2020-12-03,Ford,Explorer,2021,17433,1039.78,16393.22,3901,20294.22,Natasha Caldwell,John Brown,North,Lease,Third-Party Dealer,4
2021-05-22,Ford,Fusion,2022,25970,1477.21,24492.79,3493,27985.79,Wanda Lam,Michelle Perez,North,Finance,Third-Party Dealer,4
2023-01-22,Mercedes-Benz,GLE,2017,23380,3323.81,20056.19,858,20914.19,Daisy Paul,Joseph Miller,North,Finance,Online,2
2023-04-08,Ford,F-150,2019,61561,2232.75,59328.25,4290,63618.25,Ashley Todd,Tyler Morgan,South,Finance,Online,2
2020-06-29,Ford,Escape,2015,16054,1862.69,14191.31,2972,17163.309999999998,Stephanie Stewart,Gregory Bonilla,East,Lease,In-Store,2
2020-08-03,Nissan,Sentra,2017,72488,1940.04,70547.96,2761,73308.96,Justin Shields,James Holden,North,Cash,Third-Party Dealer,2
2023-06-24,Honda,Civic,2018,58069,1440.55,56628.45,4381,61009.45,Herbert Campbell,Michelle Morris,South,Cash,Online,4
2022-05-09,BMW,X3,2022,45471,6492.8,38978.2,2934,41912.2,Lindsey Williams,Brian Cook,North,Credit Card,In-Store,3
2024-09-21,Nissan,Rogue,2022,20245,1443.65,18801.35,4131,22932.35,Alexander Smith,Sarah Jackson,North,Finance,Online,2
2022-03-12,Mercedes-Benz,C-Class,2017,71589,6532.41,65056.59,3053,68109.59,James Wise,Chelsea Jones,East,Finance,Online,1
2025-02-24,BMW,X5,2023,58484,2192.07,56291.93,937,57228.93,Marisa Martinez,Jordan Roberts,East,Finance,Third-Party Dealer,5
2021-04-03,Nissan,Rogue,2016,46179,3615.01,42563.99,4852,47415.99,Christopher Castro MD,Sarah Knight,North,Finance,In-Store,1
2021-10-17,Toyota,Camry,2022,53501,2403.84,51097.16,2402,53499.16,Michael Duran,Michael Schroeder,East,Cash,In-Store,5
2021-02-26,Nissan,Murano,2020,72174,2617.95,69556.05,3373,72929.05,Brittney Wilcox,Jacob Gonzalez,South,Cash,Third-Party Dealer,4
2022-08-07,Hyundai,Elantra,2016,17832,771.69,17060.31,1609,18669.31,Rick Mathis Jr.,Kristin Gonzalez,North,Cash,Third-Party Dealer,2
2022-06-15,Toyota,Camry,2017,64998,974.07,64023.93,4138,68161.93,Carolyn Jacobs,Maria Henderson,East,Lease,Online,5
2021-01-14,Toyota,RAV4,2024,49540,6403.91,43136.09,2498,45634.09,Ryan Russo,Michael Kim,East,Lease,Third-Party Dealer,2
2023-07-02,Honda,CR-V,2022,25415,2866.38,22548.62,2636,25184.62,James Thompson,Aaron Murray,South,Cash,Third-Party Dealer,5
2020-08-26,Ford,Explorer,2020,17425,2051.76,15373.24,4112,19485.239999999998,Lisa Cruz,Joshua Sullivan,East,Lease,In-Store,1
2021-02-19,Chevrolet,Traverse,2017,39237,2427.04,36809.96,1951,38760.96,Madison Rios,Robert Nelson,North,Finance,In-Store,1
2022-10-01,Mercedes-Benz,C-Class,2015,31563,3905.25,27657.75,1176,28833.75,Carol Woods,Becky Harris,East,Credit Card,In-Store,5
2020-05-15,Honda,Pilot,2021,60804,6998.29,53805.71,4598,58403.71,Ruben Nash,David Martinez,East,Lease,In-Store,2
2020-12-31,Mercedes-Benz,GLE,2021,54196,7202.88,46993.12,1143,48136.12,Timothy Horn,Omar Perez,North,Cash,In-Store,1
2024-04-18,Ford,Fusion,2016,41879,4014.25,37864.75,1993,39857.75,Lawrence Stanley,Tasha Peterson,North,Finance,In-Store,5
2020-09-27,Honda,Civic,2018,33269,2732.48,30536.52,3401,33937.520000000004,Kathy Thomas,Jessica Harrell,South,Credit Card,Third-Party Dealer,5
2024-03-10,Mercedes-Benz,GLE,2018,72045,4855.3,67189.7,4467,71656.7,Jacob Clay,Maria Beck,North,Credit Card,Third-Party Dealer,5
2020-09-03,Nissan,Sentra,2018,78364,3923.26,74440.74,2219,76659.74,Tyler Harrison,Michael Hinton,West,Lease,Third-Party Dealer,2
2021-11-18,Honda,Accord,2021,54248,7208.66,47039.34,522,47561.34,Devin Hart,John Duran,South,Finance,Online,3
2021-10-28,Mercedes-Benz,E-Class,2019,48469,1235.07,47233.93,2268,49501.93,Anthony Dunn,Jennifer Jackson,West,Lease,Online,2
2023-06-29,Toyota,Camry,2024,61476,5169.63,56306.37,1588,57894.37,Mr. Samuel Parker,David Roth,South,Cash,Online,5
2022-04-13,Toyota,Camry,2016,19738,1405.9,18332.1,3738,22070.1,Ryan Bowen,Joshua Lewis,East,Cash,Online,2
2020-09-05,Chevrolet,Traverse,2018,47194,4223.38,42970.62,3690,46660.62,Micheal Harvey,Casey Moore,West,Cash,Third-Party Dealer,5
2023-04-07,Chevrolet,Traverse,2015,73899,9494.5,64404.5,3698,68102.5,Alexis Phillips,Brandon Perkins,North,Credit Card,In-Store,3
2023-11-12,Chevrolet,Silverado,2021,55572,2747.5,52824.5,4672,57496.5,Brian Lopez,Amber Davis,East,Credit Card,Third-Party Dealer,3
2022-02-15,Nissan,Murano,2019,41436,5318.8,36117.2,1337,37454.2,Kaitlyn Spencer,Jacqueline Dennis,West,Credit Card,Online,1
2022-02-12,Mercedes-Benz,E-Class,2018,38835,2779.19,36055.81,1421,37476.81,Leslie Rowe,Matthew Edwards,South,Credit Card,Online,2
2022-01-12,Hyundai,Santa Fe,2016,17635,332.18,17302.82,701,18003.82,Mr. David Obrien,Thomas Riddle,South,Finance,In-Store,4
2022-05-25,Toyota,Corolla,2015,61711,6702.72,55008.28,2401,57409.28,Sandra Gross,Jacqueline Christian,North,Lease,Third-Party Dealer,3
2023-05-03,Chevrolet,Malibu,2020,62923,9140.96,53782.04,4775,58557.04,James Hall,Taylor Ray,East,Finance,Third-Party Dealer,4
2023-10-09,Nissan,Murano,2016,45664,3622.86,42041.14,3841,45882.14,Alexander Coleman,Tyler Alexander,South,Lease,Third-Party Dealer,5
2023-05-09,Nissan,Rogue,2017,61711,4234.81,57476.19,2442,59918.19,William Lyons,Levi Maldonado,South,Cash,Online,5
